省,省确诊,省治愈,省死亡,日期
贵州省,146,114,2,2020/3/2
宁夏回族自治区,74,69,0,2020/3/2
青海省,18,18,0,2020/3/2
西藏自治区,1,1,0,2020/3/2
贵州省,146,114,2,2020/3/3
云南省,174,169,2,2020/3/3
新疆维吾尔自治区,76,68,3,2020/3/3
青海省,18,18,0,2020/3/3
西藏自治区,1,1,0,2020/3/3
辽宁省,125,106,1,2020/3/4
贵州省,146,114,2,2020/3/4
云南省,174,169,2,2020/3/4
宁夏回族自治区,75,69,0,2020/3/4
山西省,133,124,0,2020/3/4
青海省,18,18,0,2020/3/4
西藏自治区,1,1,0,2020/3/4
辽宁省,125,106,1,2020/3/5
贵州省,146,114,2,2020/3/5
海南省,168,158,6,2020/3/5
天津市,136,128,3,2020/3/5
青海省,18,18,0,2020/3/5
西藏自治区,1,1,0,2020/3/5
陕西省,245,226,1,2020/3/6
辽宁省,125,106,1,2020/3/6
云南省,174,170,2,2020/3/6
海南省,168,158,6,2020/3/6
宁夏回族自治区,75,71,0,2020/3/6
天津市,136,128,3,2020/3/6
山西省,133,126,0,2020/3/6
河北省,318,305,6,2020/3/6
吉林省,93,90,1,2020/3/6
安徽省,990,979,6,2020/3/6
青海省,18,18,0,2020/3/6
西藏自治区,1,1,0,2020/3/6
陕西省,245,226,1,2020/3/7
云南省,174,170,2,2020/3/7
宁夏回族自治区,75,71,0,2020/3/7
天津市,136,128,3,2020/3/7
山西省,133,126,0,2020/3/7
吉林省,93,90,1,2020/3/7
青海省,18,18,0,2020/3/7
西藏自治区,1,1,0,2020/3/7
内蒙古自治区,75,70,1,2020/3/8
辽宁省,125,109,1,2020/3/8
云南省,174,170,2,2020/3/8
海南省,168,159,6,2020/3/8
宁夏回族自治区,75,71,0,2020/3/8
河南省,1272,1247,22,2020/3/8
河北省,318,307,6,2020/3/8
吉林省,93,90,1,2020/3/8
新疆维吾尔自治区,76,73,3,2020/3/8
安徽省,990,984,6,2020/3/8
福建省,296,295,1,2020/3/8
青海省,18,18,0,2020/3/8
西藏自治区,1,1,0,2020/3/8
内蒙古自治区,75,70,1,2020/3/9
云南省,174,170,2,2020/3/9
海南省,168,159,6,2020/3/9
宁夏回族自治区,75,71,0,2020/3/9
河南省,1272,1247,22,2020/3/9
河北省,318,307,6,2020/3/9
新疆维吾尔自治区,76,73,3,2020/3/9
安徽省,990,984,6,2020/3/9
福建省,296,295,1,2020/3/9
青海省,18,18,0,2020/3/9
西藏自治区,1,1,0,2020/3/9
辽宁省,125,111,1,2020/3/10
云南省,174,170,2,2020/3/10
海南省,168,159,6,2020/3/10
天津市,136,131,3,2020/3/10
江苏省,631,627,0,2020/3/10
河北省,318,307,6,2020/3/10
吉林省,93,91,1,2020/3/10
新疆维吾尔自治区,76,73,3,2020/3/10
安徽省,990,984,6,2020/3/10
福建省,296,295,1,2020/3/10
青海省,18,18,0,2020/3/10
西藏自治区,1,1,0,2020/3/10
内蒙古自治区,75,71,1,2020/3/11
云南省,174,170,2,2020/3/11
宁夏回族自治区,75,72,0,2020/3/11
新疆维吾尔自治区,76,73,3,2020/3/11
安徽省,990,984,6,2020/3/11
福建省,296,295,1,2020/3/11
青海省,18,18,0,2020/3/11
西藏自治区,1,1,0,2020/3/11
内蒙古自治区,75,71,1,2020/3/12
陕西省,245,232,2,2020/3/12
辽宁省,125,112,1,2020/3/12
浙江省,1215,1197,1,2020/3/12
云南省,174,170,2,2020/3/12
海南省,168,160,6,2020/3/12
宁夏回族自治区,75,72,0,2020/3/12
甘肃省,127,88,2,2020/3/12
天津市,136,132,3,2020/3/12
河南省,1273,1249,22,2020/3/12
吉林省,93,92,1,2020/3/12
江西省,935,934,1,2020/3/12
新疆维吾尔自治区,76,73,3,2020/3/12
安徽省,990,984,6,2020/3/12
福建省,296,295,1,2020/3/12
青海省,18,18,0,2020/3/12
西藏自治区,1,1,0,2020/3/12
内蒙古自治区,75,71,1,2020/3/13
陕西省,245,232,2,2020/3/13
广西壮族自治区,252,243,2,2020/3/13
云南省,174,170,2,2020/3/13
海南省,168,160,6,2020/3/13
天津市,136,132,3,2020/3/13
江苏省,631,630,0,2020/3/13
山西省,133,133,0,2020/3/13
河北省,318,310,6,2020/3/13
吉林省,93,92,1,2020/3/13
江西省,935,934,1,2020/3/13
新疆维吾尔自治区,76,73,3,2020/3/13
安徽省,990,984,6,2020/3/13
福建省,296,295,1,2020/3/13
青海省,18,18,0,2020/3/13
西藏自治区,1,1,0,2020/3/13
内蒙古自治区,75,71,1,2020/3/14
陕西省,245,232,2,2020/3/14
贵州省,146,143,2,2020/3/14
广西壮族自治区,252,243,2,2020/3/14
山东省,760,741,7,2020/3/14
海南省,168,160,6,2020/3/14
宁夏回族自治区,75,73,0,2020/3/14
河南省,1273,1250,22,2020/3/14
湖南省,1018,1014,4,2020/3/14
山西省,133,133,0,2020/3/14
河北省,318,310,6,2020/3/14
吉林省,93,92,1,2020/3/14
江西省,935,934,1,2020/3/14
新疆维吾尔自治区,76,73,3,2020/3/14
安徽省,990,984,6,2020/3/14
福建省,296,295,1,2020/3/14
青海省,18,18,0,2020/3/14
西藏自治区,1,1,0,2020/3/14
四川省,539,516,3,2020/3/15
辽宁省,125,114,1,2020/3/15
海南省,168,160,6,2020/3/15
天津市,136,133,3,2020/3/15
重庆市,576,570,6,2020/3/15
江苏省,631,631,0,2020/3/15
河南省,1273,1250,22,2020/3/15
湖南省,1018,1014,4,2020/3/15
山西省,133,133,0,2020/3/15
河北省,318,310,6,2020/3/15
吉林省,93,92,1,2020/3/15
江西省,935,934,1,2020/3/15
新疆维吾尔自治区,76,73,3,2020/3/15
安徽省,990,984,6,2020/3/15
福建省,296,295,1,2020/3/15
青海省,18,18,0,2020/3/15
西藏自治区,1,1,0,2020/3/15
宁夏回族自治区,75,75,0,2020/3/16
甘肃省,133,91,2,2020/3/16
天津市,136,133,3,2020/3/16
重庆市,576,570,6,2020/3/16
江苏省,631,631,0,2020/3/16
河南省,1273,1250,22,2020/3/16
湖南省,1018,1014,4,2020/3/16
山西省,133,133,0,2020/3/16
河北省,318,310,6,2020/3/16
吉林省,93,92,1,2020/3/16
江西省,935,934,1,2020/3/16
新疆维吾尔自治区,76,73,3,2020/3/16
安徽省,990,984,6,2020/3/16
福建省,296,295,1,2020/3/16
青海省,18,18,0,2020/3/16
西藏自治区,1,1,0,2020/3/16
内蒙古自治区,75,73,1,2020/3/17
浙江省,1232,1216,1,2020/3/17
山东省,761,746,7,2020/3/17
云南省,176,172,2,2020/3/17
海南省,168,161,6,2020/3/17
宁夏回族自治区,75,75,0,2020/3/17
甘肃省,133,91,2,2020/3/17
天津市,136,133,3,2020/3/17
重庆市,576,570,6,2020/3/17
江苏省,631,631,0,2020/3/17
河南省,1273,1250,22,2020/3/17
湖南省,1018,1014,4,2020/3/17
山西省,133,133,0,2020/3/17
河北省,318,310,6,2020/3/17
吉林省,93,92,1,2020/3/17
江西省,935,934,1,2020/3/17
新疆维吾尔自治区,76,73,3,2020/3/17
安徽省,990,984,6,2020/3/17
福建省,296,295,1,2020/3/17
青海省,18,18,0,2020/3/17
西藏自治区,1,1,0,2020/3/17
广东省,1370,1313,8,2020/3/18
上海市,361,326,3,2020/3/18
黑龙江省,482,463,13,2020/3/18
北京市,469,378,8,2020/3/18
内蒙古自治区,75,73,1,2020/3/18
陕西省,246,237,3,2020/3/18
四川省,540,525,3,2020/3/18
辽宁省,125,122,1,2020/3/18
贵州省,146,144,2,2020/3/18
广西壮族自治区,253,250,2,2020/3/18
浙江省,1232,1216,1,2020/3/18
山东省,761,746,7,2020/3/18
云南省,176,172,2,2020/3/18
海南省,168,161,6,2020/3/18
宁夏回族自治区,75,75,0,2020/3/18
甘肃省,133,91,2,2020/3/18
天津市,136,133,3,2020/3/18
重庆市,576,570,6,2020/3/18
江苏省,631,631,0,2020/3/18
河南省,1273,1250,22,2020/3/18
湖南省,1018,1014,4,2020/3/18
山西省,133,133,0,2020/3/18
河北省,318,310,6,2020/3/18
吉林省,93,92,1,2020/3/18
江西省,935,934,1,2020/3/18
新疆维吾尔自治区,76,73,3,2020/3/18
安徽省,990,984,6,2020/3/18
福建省,296,295,1,2020/3/18
青海省,18,18,0,2020/3/18
西藏自治区,1,1,0,2020/3/18
